Código;CódigoAux;CódigoBarras;Nombre;Descatalogado;FechaA;FechaV;RedondeoUnitario;Multiproveedor;CODPROV;Proveedor;PrecioLista;Desc1;Desc2;Desc3;Desc4;PrecioCompra;PrecioVenta;PrecioVenta2;PrecioVenta3;PrecioVenta4;RecargoMínimo;Moneda;CuentaC;CuentaV;IVA;IVAEsp;Exento;NoGravado;ImpIntAlic;ImpIntMonto;Garantía;Ubicación;Clasificación;Subclasificación;Servicio;MateriaPrima;PermitirCaract;RequerirDetalle;ControlarStock;ControlarStockGrupo;*Imagen;Descrip;CantBulto;Unidad;StockI;StockA;StockM;StockI2;StockA2;StockM2;StockI3;StockA3;StockM3;StockI4;StockA4;StockM4;AlmPredet;Grupo;PrecioVFijoGrupo;RecargoFijoGrupo;FechaÚltimaActPrecioC;FechaÚltimaActPrecioV;FechaÚltimaActPrecioV2;FechaÚltimaActPrecioV3;FechaÚltimaActPrecioV4;CP1;CP2;CP3;CP4
A-1612;;139913;FILTRO VC-100 SOPLADO (Ø690 MM);FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;274982,4;274982,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1613;;139924;FILTRO VC-200 SOPLADO (Ø780 MM) TOP;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;384133,2;384133,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1614;;139929;FILTRO VC-250 SOPLADO (Ø900 MM) TOP;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;473840,4;473840,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1615;;139903;FILTRO VC-200 ROTOMOLDEADO (Ø780 MM);FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;804368,4;804368,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1616;;135931;"MANOMETRO FILTROS PISCINA - ROSCA 1/4"""" LATERAL";FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;5214;5214;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1617;;123000;"FILTRO CUARZO VB-300 CHAPA NEGRA C/MULTIVALVULA 2""""";FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;4966275,6;4966275,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1618;;123001;FILTRO CUARZO VB-400 CHAPA NEGRA C/VALV. MARIPOSA;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;8136480;8136480;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1619;;123002;FILTRO CUARZO VB-500 CHAPA NEGRA C/VALV. MARIPOSA;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;13502874;13502874;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-162;;879265;CARGA OXIGENO M3;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;38;DISTRIGAS;0;0;0;0;0;0;10909,0909;10909,0909;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1620;;122000;"FILTRO CUARZO HB-300 ACERO INOX. C/MULTIVALVULA 2""""";FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;4015968;4015968;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1621;;634155;FILTRO CUARZO HB-400 ACERO INOX. C/VALV. ESCLUSA;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;9998353,2;9998353,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1622;;735563;FILTRO CUARZO HB-500 ACERO INOX. C/VALV. ESCLUSA;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;12498987,6;12498987,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1623;;103999;CARGA FILTRANTE PARA FILTROS VC-10;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;15906;15906;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1624;;103012;CARGA FILTRANTE PARA FILTROS VC-20;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;26004;26004;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1625;;103000;CARGA FILTRANTE PARA FILTROS VC-30;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;41210,4;41210,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1626;;103001;CARGA FILTRANTE PARA FILTROS VC-50;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;80572,8;80572,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1627;;103002;CARGA FILTRANTE PARA FILTROS VC-100;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;123882;123882;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1628;;103003;CARGA FILTRANTE PARA FILTROS VC-200;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;169263,6;169263,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1629;;103019;CARGA FILTRANTE PARA FILTROS VC-250;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;255670,8;255670,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-163;;396599;CARGA CO2 9 KG REPARTO;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;38;DISTRIGAS;0;0;0;0;0;0;17603,3058;17603,3058;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1630;;103004;CARGA FILTRANTE PARA FILTROS VB-300;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;435758,4;435758,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1631;;103005;CARGA FILTRANTE PARA FILTROS VB-400;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;836352;836352;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1632;;103006;CARGA FILTRANTE PARA FILTROS VB-500;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;1229712;1229712;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1633;;103007;CARGA FILTRANTE PARA FILTROS HB-300;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;411219,6;411219,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1634;;103008;CARGA FILTRANTE PARA FILTROS HB-400;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;1006948,8;1006948,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1635;;103009;CARGA FILTRANTE PARA FILTROS HB-500;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;1261748,4;1261748,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1636;;241100;KGS DE ANTRACITA - BOLSA X 6 KG;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;3432;3432;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1637;;241101;KGS DE CUARZO - BOLSA X 20 KG;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;607,2;607,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1638;;241104;KGS DE CUARZO - BOLSA X 16,5 KG;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;620,4;620,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1639;;241102;KGS DE PIEDRA FINA - BOLSA X 24 KG;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;330;330;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-164;;608599;ACIDO CITRICO;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;85;ML;0;0;0;0;0;0;10330,5785;10330,5785;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1640;;241103;KGS DE PIEDRA GRUESA - BOLSA X 24 KG;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;435,6;435,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1641;;106113;BOMBA CON CARTUCHO BAF 033 (AL) - 0.33HP 220V-50HZ;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;223476;223476;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1642;;239030;CARTUCHO FILT.  PAPEL PLISADO DIAM. 75 P/BAF 033-2;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;26228,4;26228,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1643;;119017;SKIMMER C/FILTRO DE CARTUCHO P/HORMIGON ANCHO 20CM;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;177922,8;177922,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1644;;119019;SKIMMER C/FILTRO DE CARTUCHO P/FV ANCHO 20CM;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;197128,8;197128,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1645;;115002;CARTUCHO FILT. DE PAPEL DIAM. 170 P/ TQUE. ABS;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;60772,8;60772,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1646;;115000;EQUIPO DE FILTRACION PORTATIL 0.5HP TANQUE C/CART.;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;708958,8;708958,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1647;;115001;TANQUE ABS PARA SISTEMA DE FILTRACION PORTATIL;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;154954,8;154954,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1648;;115002;CARTUCHO FILT. DE PAPEL DIAM. 170 P/ TQUE. ABS;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;60772,8;60772,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1649;;104052;CARRO PORTA BOMBA C/ASA - BASE PLASTICA;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;55057,2;55057,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-165;;394266;ACOPLE RAPIDO 6 MM ROSCA 1/8;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;24;DIGILIO DISTRIBUCIONES SA;0;0;0;0;0;0;3140,4959;3140,4959;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1650;;104053;CARRO PORTA FILTRO VC10 Y BOMBA - BASES PLASTICAS;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;71781,6;71781,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1651;;104054;CARRO PORTA BOMBA C/ASA - COLOR BLANCO;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;56865,6;56865,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1652;;104055;CARRO PORTA FILTRO VC30 Y BOMBA - COLOR BLANCO;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;104926,8;104926,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1653;;104056;CARRO PORTA FILTRO VC20 Y BOMBA - COLOR BLANCO;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;92743,2;92743,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1654;;104057;CARRO PORTA FILTRO VC10 Y BOMBA - COLOR BLANCO;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;87318;87318;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1655;;104060;CONJUNTO INTERRUPTOR C/ FICHA, CABLE Y TERMINALES;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;27376,8;27376,8;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1656;;119010;SKIMMER MINI -20 CM- PARA HORMIGON 2T;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;34531,2;34531,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1657;;119011;SKIMMER MINI -20 CM- PARA FIBRA DE VIDRIO 2T;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;53341,2;53341,2;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1658;;119002;SKIMMER BOCA CHICA -20 CM- PARA HORMIGON 2T;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;38438,4;38438,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1659;;119006;SKIMMER BOCA CHICA -20 CM- PARA FIBRA DE VIDRIO 2T;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;57129,6;57129,6;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-166;;941868;ACOPLE RAPIDO 1/2  MACHO 1/4 MANGUERA;FALSO;06/03/2025 11:32:40 a.?m.;;FALSO;FALSO;24;DIGILIO DISTRIBUCIONES SA;0;0;0;0;0;0;4049,5868;4049,5868;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1660;;119003;SKIMMER BOCA ANCHA -38 CM- PARA HORMIGON 2T;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;54714;54714;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1661;;119009;SKIMMER BOCA ANCHA -38 CM- PARA FIBRA DE VIDRIO 2T;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;82988,4;82988,4;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
A-1662;;125000;TOMA DE FONDO ESTANDAR C/TAPA ANTIREMOLINO P/HORM.;FALSO;06/03/2025 11:32:55 a.?m.;;FALSO;FALSO;1;VULCANO SA;0;0;0;0;0;0;13464;13464;0;0;0;1;;;21;1;FALSO;FALSO;0;0;0;;Sin Especificar;Sin Especificar;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;;1;Unidades [u];0;0;0;0;0;0;0;0;0;0;0;0;0;FALSO;FALSO;0;;;;;;;;;
